Format Version,1.23,Take Name,FloorBottom_240610_003,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-06-10 12.17.55.129 PM,Capture Start Frame,1039418,Total Frames in Take,2308,Total Exported Frames,2308,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
450,3.750000,-57.655724,23.416210,79.807846,-0.740060,0.111210,-0.784804,0.000763,-0.050755,-0.056242,-0.037863,0.750783,0.042138,0.044624,0.027206,0.546231,0.008617,0.011618,0.010657,0.701448,-0.713207,0.033486,-0.762589,-0.761928,0.172480,-0.806009,-0.745239,0.127448,-0.785779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,3.758333,-57.673840,23.444227,79.823997,-0.740086,0.111191,-0.784801,0.000757,-0.050755,-0.056242,-0.037863,0.750783,0.042138,0.044624,0.027206,0.546231,0.008617,0.011618,0.010657,0.701448,-0.713239,0.033468,-0.762583,-0.761950,0.172457,-0.806005,-0.745265,0.127431,-0.785781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,3.766667,-57.613136,23.362032,79.757050,-0.740068,0.111199,-0.784801,0.000761,-0.050755,-0.056242,-0.037863,0.752553,0.042138,0.044624,0.027206,0.548056,0.008617,0.011618,0.010657,0.701931,-0.713211,0.033480,-0.762585,-0.761940,0.172460,-0.806010,-0.745253,0.127438,-0.785775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,3.775000,-57.753387,23.535408,79.917023,-0.740088,0.111187,-0.784802,0.000761,-0.050755,-0.056242,-0.037863,0.752089,0.042138,0.044624,0.027206,0.548898,0.008617,0.011618,0.010657,0.701788,-0.713237,0.033468,-0.762586,-0.761965,0.172451,-0.806003,-0.745259,0.127425,-0.785783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,3.783333,-57.612652,23.374941,79.758362,-0.740079,0.111202,-0.784804,0.000763,-0.050755,-0.056242,-0.037863,0.752571,0.042138,0.044624,0.027206,0.548361,0.008617,0.011618,0.010657,0.701019,-0.713235,0.033475,-0.762592,-0.761937,0.172477,-0.806011,-0.745260,0.127437,-0.785773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,3.791667,-57.610428,23.357668,79.756607,-0.740093,0.111191,-0.784807,0.000761,-0.050755,-0.056242,-0.037863,0.751168,0.042138,0.044624,0.027206,0.546013,0.008617,0.011618,0.010657,0.700403,-0.713236,0.033466,-0.762590,-0.761961,0.172458,-0.806014,-0.745277,0.127430,-0.785782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,3.800000,-57.610947,23.371857,79.752335,-0.740084,0.111194,-0.784807,0.000757,-0.050755,-0.056242,-0.037863,0.750006,0.042138,0.044624,0.027206,0.546913,0.008617,0.011618,0.010657,0.702308,-0.713226,0.033488,-0.762594,-0.761945,0.172457,-0.806014,-0.745274,0.127423,-0.785779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,3.808333,-57.607578,23.357319,79.750397,-0.740089,0.111188,-0.784804,0.000760,-0.050755,-0.056242,-0.037863,0.757920,0.042138,0.044624,0.027206,0.549317,0.008617,0.011618,0.010657,0.698836,-0.713234,0.033468,-0.762587,-0.761959,0.172450,-0.806013,-0.745272,0.127427,-0.785777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,3.816667,-57.632816,23.385986,79.778687,-0.740085,0.111197,-0.784806,0.000759,-0.050755,-0.056242,-0.037863,0.753773,0.042138,0.044624,0.027206,0.548088,0.008617,0.011618,0.010657,0.700087,-0.713224,0.033482,-0.762589,-0.761954,0.172460,-0.806013,-0.745274,0.127429,-0.785783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,3.825000,-57.640888,23.388178,79.790916,-0.740087,0.111196,-0.784808,0.000758,-0.050755,-0.056242,-0.037863,0.751918,0.042138,0.044624,0.027206,0.550542,0.008617,0.011618,0.010657,0.703827,-0.713221,0.033479,-0.762591,-0.761971,0.172450,-0.806013,-0.745266,0.127442,-0.785786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,3.833333,-57.689911,23.449038,79.844360,-0.740095,0.111187,-0.784807,0.000760,-0.050755,-0.056242,-0.037863,0.753019,0.042138,0.044624,0.027206,0.549530,0.008617,0.011618,0.010657,0.700588,-0.713233,0.033473,-0.762589,-0.761980,0.172444,-0.806015,-0.745274,0.127422,-0.785784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,3.841667,-57.649113,23.390070,79.801834,-0.740081,0.111195,-0.784809,0.000763,-0.050755,-0.056242,-0.037863,0.748402,0.042138,0.044624,0.027206,0.546380,0.008617,0.011618,0.010657,0.701966,-0.713215,0.033471,-0.762589,-0.761963,0.172459,-0.806018,-0.745266,0.127433,-0.785786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,3.850000,-57.662746,23.422045,79.810959,-0.740098,0.111186,-0.784802,0.000763,-0.050755,-0.056242,-0.037863,0.752131,0.042138,0.044624,0.027206,0.547871,0.008617,0.011618,0.010657,0.701343,-0.713245,0.033467,-0.762583,-0.761972,0.172451,-0.806013,-0.745273,0.127425,-0.785775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,3.858333,-57.625786,23.374945,79.770287,-0.740082,0.111191,-0.784806,0.000760,-0.050755,-0.056242,-0.037863,0.755660,0.042138,0.044624,0.027206,0.550030,0.008617,0.011618,0.010657,0.699761,-0.713216,0.033485,-0.762590,-0.761960,0.172448,-0.806015,-0.745268,0.127423,-0.785778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,3.866667,-57.608547,23.340830,79.751831,-0.740082,0.111198,-0.784806,0.000760,-0.050755,-0.056242,-0.037863,0.749738,0.042138,0.044624,0.027206,0.547854,0.008617,0.011618,0.010657,0.702490,-0.713216,0.033478,-0.762584,-0.761962,0.172458,-0.806018,-0.745269,0.127437,-0.785782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,3.875000,-57.684631,23.439974,79.840439,-0.740087,0.111191,-0.784805,0.000762,-0.050755,-0.056242,-0.037863,0.750625,0.042138,0.044624,0.027206,0.547649,0.008617,0.011618,0.010657,0.701854,-0.713226,0.033471,-0.762587,-0.761972,0.172454,-0.806014,-0.745260,0.127431,-0.785778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,3.883333,-57.679733,23.435646,79.830193,-0.740078,0.111196,-0.784806,0.000759,-0.050755,-0.056242,-0.037863,0.750625,0.042138,0.044624,0.027206,0.547649,0.008617,0.011618,0.010657,0.701854,-0.713221,0.033477,-0.762584,-0.761955,0.172458,-0.806015,-0.745258,0.127435,-0.785786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,3.891667,-57.639576,23.397287,79.793304,-0.740082,0.111189,-0.784807,0.000759,-0.050755,-0.056242,-0.037863,0.751231,0.042138,0.044624,0.027206,0.547914,0.008617,0.011618,0.010657,0.701732,-0.713229,0.033462,-0.762595,-0.761957,0.172451,-0.806008,-0.745262,0.127432,-0.785783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,3.900000,-57.632797,23.383686,79.782288,-0.740091,0.111183,-0.784803,0.000762,-0.050755,-0.056242,-0.037863,0.749865,0.042138,0.044624,0.027206,0.548578,0.008617,0.011618,0.010657,0.703222,-0.713236,0.033456,-0.762587,-0.761961,0.172453,-0.806011,-0.745275,0.127419,-0.785778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,3.908333,-57.722435,23.498508,79.879623,-0.740065,0.111197,-0.784810,0.000758,-0.050755,-0.056242,-0.037863,0.749264,0.042138,0.044624,0.027206,0.545920,0.008617,0.011618,0.010657,0.701326,-0.713214,0.033481,-0.762594,-0.761951,0.172450,-0.806015,-0.745224,0.127445,-0.785786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,3.916667,-57.686386,23.449242,79.841621,-0.740068,0.111191,-0.784807,0.000757,-0.050755,-0.056242,-0.037863,0.753651,0.042138,0.044624,0.027206,0.551891,0.008617,0.011618,0.010657,0.703875,-0.713212,0.033468,-0.762589,-0.761940,0.172457,-0.806011,-0.745248,0.127430,-0.785788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,3.925000,-57.618320,23.365652,79.762680,-0.740075,0.111187,-0.784805,0.000760,-0.050755,-0.056242,-0.037863,0.750917,0.042138,0.044624,0.027206,0.547262,0.008617,0.011618,0.010657,0.701810,-0.713220,0.033463,-0.762584,-0.761933,0.172462,-0.806014,-0.745270,0.127416,-0.785780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,3.933333,-57.602249,23.354668,79.741661,-0.740082,0.111189,-0.784805,0.000759,-0.050755,-0.056242,-0.037863,0.750165,0.042138,0.044624,0.027206,0.544017,0.008617,0.011618,0.010657,0.699260,-0.713236,0.033463,-0.762586,-0.761943,0.172457,-0.806015,-0.745265,0.127429,-0.785780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,3.941667,-57.735035,23.511986,79.898903,-0.740082,0.111186,-0.784806,0.000762,-0.050755,-0.056242,-0.037863,0.750296,0.042138,0.044624,0.027206,0.546337,0.008617,0.011618,0.010657,0.701544,-0.713233,0.033460,-0.762591,-0.761958,0.172456,-0.806008,-0.745252,0.127426,-0.785784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,3.950000,-57.556625,23.281998,79.699333,-0.740084,0.111188,-0.784802,0.000760,-0.050755,-0.056242,-0.037863,0.752186,0.042138,0.044624,0.027206,0.545326,0.008617,0.011618,0.010657,0.699242,-0.713207,0.033474,-0.762587,-0.761954,0.172456,-0.806011,-0.745288,0.127415,-0.785773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,3.958333,-57.648216,23.396870,79.793930,-0.740079,0.111185,-0.784805,0.000759,-0.050755,-0.056242,-0.037863,0.748289,0.042138,0.044624,0.027206,0.549346,0.008617,0.011618,0.010657,0.704782,-0.713229,0.033457,-0.762582,-0.761959,0.172442,-0.806017,-0.745250,0.127434,-0.785782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,3.966667,-57.605980,23.353685,79.750946,-0.740082,0.111185,-0.784804,0.000761,-0.050755,-0.056242,-0.037863,0.751657,0.042138,0.044624,0.027206,0.544600,0.008617,0.011618,0.010657,0.699185,-0.713223,0.033464,-0.762589,-0.761943,0.172460,-0.806014,-0.745274,0.127414,-0.785776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,3.975000,-57.666897,23.422543,79.817589,-0.740067,0.111197,-0.784808,0.000762,-0.050755,-0.056242,-0.037863,0.752111,0.042138,0.044624,0.027206,0.545565,0.008617,0.011618,0.010657,0.698854,-0.713208,0.033480,-0.762589,-0.761939,0.172468,-0.806019,-0.745253,0.127426,-0.785782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,3.983333,-57.593315,23.329660,79.737129,-0.740093,0.111183,-0.784802,0.000759,-0.050755,-0.056242,-0.037863,0.751375,0.042138,0.044624,0.027206,0.548876,0.008617,0.011618,0.010657,0.702864,-0.713226,0.033465,-0.762586,-0.761972,0.172441,-0.806012,-0.745276,0.127424,-0.785774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,3.991667,-57.675346,23.440636,79.823128,-0.740085,0.111187,-0.784805,0.000759,-0.050755,-0.056242,-0.037863,0.749233,0.042138,0.044624,0.027206,0.548215,0.008617,0.011618,0.010657,0.702990,-0.713245,0.033457,-0.762583,-0.761955,0.172451,-0.806015,-0.745255,0.127431,-0.785782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,4.000000,-57.652275,23.406025,79.803627,-0.740089,0.111185,-0.784807,0.000763,-0.050755,-0.056242,-0.037863,0.747805,0.042138,0.044624,0.027206,0.544751,0.008617,0.011618,0.010657,0.702324,-0.713238,0.033454,-0.762588,-0.761958,0.172458,-0.806016,-0.745266,0.127426,-0.785781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,4.008333,-57.643608,23.393881,79.792435,-0.740088,0.111184,-0.784805,0.000756,-0.050755,-0.056242,-0.037863,0.747805,0.042138,0.044624,0.027206,0.544751,0.008617,0.011618,0.010657,0.702324,-0.713223,0.033468,-0.762586,-0.761963,0.172445,-0.806011,-0.745274,0.127422,-0.785783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,4.016667,-57.569458,23.299501,79.708923,-0.740095,0.111184,-0.784810,0.000762,-0.050755,-0.056242,-0.037863,0.752640,0.042138,0.044624,0.027206,0.548447,0.008617,0.011618,0.010657,0.701734,-0.713234,0.033460,-0.762591,-0.761966,0.172451,-0.806024,-0.745285,0.127421,-0.785781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,4.025000,-57.620659,23.370161,79.767052,-0.740097,0.111178,-0.784806,0.000758,-0.050755,-0.056242,-0.037863,0.749057,0.042138,0.044624,0.027206,0.546356,0.008617,0.011618,0.010657,0.701711,-0.713233,0.033466,-0.762591,-0.761969,0.172441,-0.806013,-0.745285,0.127413,-0.785780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,4.033333,-57.660984,23.419472,79.805923,-0.740086,0.111189,-0.784808,0.000761,-0.050755,-0.056242,-0.037863,0.754171,0.042138,0.044624,0.027206,0.548290,0.008617,0.011618,0.010657,0.700678,-0.713233,0.033470,-0.762585,-0.761946,0.172461,-0.806020,-0.745273,0.127420,-0.785786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,4.041667,-57.682117,23.443367,79.836815,-0.740075,0.111201,-0.784807,0.000763,-0.050755,-0.056242,-0.037863,0.752509,0.042138,0.044624,0.027206,0.545346,0.008617,0.011618,0.010657,0.699521,-0.713217,0.033482,-0.762591,-0.761956,0.172464,-0.806015,-0.745248,0.127439,-0.785780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,4.050000,-57.688618,23.446947,79.841515,-0.740094,0.111187,-0.784801,0.000759,-0.050755,-0.056242,-0.037863,0.751817,0.042138,0.044624,0.027206,0.548160,0.008617,0.011618,0.010657,0.701186,-0.713238,0.033465,-0.762579,-0.761971,0.172448,-0.806008,-0.745269,0.127430,-0.785780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,4.058333,-57.596310,23.336790,79.741852,-0.740081,0.111196,-0.784807,0.000759,-0.050755,-0.056242,-0.037863,0.750420,0.042138,0.044624,0.027206,0.548111,0.008617,0.011618,0.010657,0.702953,-0.713219,0.033472,-0.762591,-0.761948,0.172464,-0.806013,-0.745271,0.127434,-0.785784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,4.066667,-57.656155,23.421698,79.807930,-0.740085,0.111187,-0.784804,0.000762,-0.050755,-0.056242,-0.037863,0.745471,0.042138,0.044624,0.027206,0.545700,0.008617,0.011618,0.010657,0.704240,-0.713250,0.033444,-0.762586,-0.761947,0.172461,-0.806008,-0.745257,0.127434,-0.785783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,4.075000,-57.657116,23.401796,79.809952,-0.740072,0.111199,-0.784804,0.000759,-0.050755,-0.056242,-0.037863,0.749766,0.042138,0.044624,0.027206,0.547940,0.008617,0.011618,0.010657,0.702406,-0.713207,0.033478,-0.762585,-0.761957,0.172459,-0.806011,-0.745255,0.127439,-0.785782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,4.083333,-57.625851,23.378901,79.772972,-0.740065,0.111201,-0.784806,0.000759,-0.050755,-0.056242,-0.037863,0.752495,0.042138,0.044624,0.027206,0.547407,0.008617,0.011618,0.010657,0.701062,-0.713206,0.033482,-0.762590,-0.761934,0.172467,-0.806013,-0.745249,0.127437,-0.785779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,4.091667,-57.627132,23.393166,79.772667,-0.740074,0.111192,-0.784797,0.000761,-0.050755,-0.056242,-0.037863,0.751994,0.042138,0.044624,0.027206,0.550408,0.008617,0.011618,0.010657,0.703359,-0.713232,0.033468,-0.762585,-0.761945,0.172454,-0.806005,-0.745242,0.127438,-0.785767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,4.100000,-57.604088,23.342829,79.752953,-0.740075,0.111199,-0.784799,0.000757,-0.050755,-0.056242,-0.037863,0.752481,0.042138,0.044624,0.027206,0.547549,0.008617,0.011618,0.010657,0.701294,-0.713202,0.033484,-0.762585,-0.761950,0.172461,-0.806002,-0.745270,0.127434,-0.785776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,4.108333,-57.581253,23.320095,79.727013,-0.740070,0.111199,-0.784803,0.000765,-0.050755,-0.056242,-0.037863,0.749599,0.042138,0.044624,0.027206,0.546650,0.008617,0.011618,0.010657,0.700794,-0.713209,0.033475,-0.762591,-0.761945,0.172467,-0.806015,-0.745255,0.127435,-0.785768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,4.116667,-57.712578,23.490786,79.871567,-0.740073,0.111189,-0.784801,0.000758,-0.050755,-0.056242,-0.037863,0.749881,0.042138,0.044624,0.027206,0.548873,0.008617,0.011618,0.010657,0.703807,-0.713231,0.033459,-0.762586,-0.761946,0.172453,-0.806002,-0.745239,0.127437,-0.785781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,4.125000,-57.623631,23.375954,79.774811,-0.740068,0.111198,-0.784798,0.000760,-0.050755,-0.056242,-0.037863,0.750436,0.042138,0.044624,0.027206,0.547945,0.008617,0.011618,0.010657,0.702497,-0.713211,0.033474,-0.762586,-0.761944,0.172463,-0.806003,-0.745246,0.127440,-0.785769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,4.133333,-57.624584,23.374535,79.771500,-0.740077,0.111194,-0.784801,0.000763,-0.050755,-0.056242,-0.037863,0.750436,0.042138,0.044624,0.027206,0.547945,0.008617,0.011618,0.010657,0.702497,-0.713226,0.033466,-0.762583,-0.761941,0.172468,-0.806011,-0.745261,0.127429,-0.785773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,4.141667,-57.664257,23.410709,79.816605,-0.740077,0.111193,-0.784796,0.000761,-0.050755,-0.056242,-0.037863,0.748842,0.042138,0.044624,0.027206,0.544644,0.008617,0.011618,0.010657,0.700888,-0.713217,0.033467,-0.762575,-0.761957,0.172457,-0.806006,-0.745258,0.127432,-0.785774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,4.150000,-57.569016,23.307924,79.709015,-0.740079,0.111188,-0.784798,0.000759,-0.050755,-0.056242,-0.037863,0.748314,0.042138,0.044624,0.027206,0.546505,0.008617,0.011618,0.010657,0.702122,-0.713219,0.033468,-0.762583,-0.761949,0.172452,-0.806009,-0.745265,0.127427,-0.785769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,4.158333,-57.667717,23.422203,79.821167,-0.740063,0.111198,-0.784800,0.000760,-0.050755,-0.056242,-0.037863,0.751468,0.042138,0.044624,0.027206,0.548187,0.008617,0.011618,0.010657,0.702013,-0.713207,0.033470,-0.762580,-0.761937,0.172464,-0.806006,-0.745239,0.127442,-0.785778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,4.166667,-57.668182,23.430767,79.821449,-0.740077,0.111194,-0.784795,0.000761,-0.050755,-0.056242,-0.037863,0.748703,0.042138,0.044624,0.027206,0.546570,0.008617,0.011618,0.010657,0.703329,-0.713233,0.033458,-0.762577,-0.761940,0.172470,-0.806001,-0.745255,0.127433,-0.785772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,4.175000,-57.683147,23.446310,79.838188,-0.740076,0.111189,-0.784800,0.000762,-0.050755,-0.056242,-0.037863,0.747199,0.042138,0.044624,0.027206,0.544267,0.008617,0.011618,0.010657,0.701827,-0.713222,0.033467,-0.762584,-0.761950,0.172458,-0.806009,-0.745249,0.127425,-0.785773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,4.183333,-57.648247,23.398119,79.800880,-0.740081,0.111194,-0.784799,0.000761,-0.050755,-0.056242,-0.037863,0.751094,0.042138,0.044624,0.027206,0.546078,0.008617,0.011618,0.010657,0.700889,-0.713217,0.033474,-0.762582,-0.761953,0.172464,-0.806006,-0.745268,0.127426,-0.785774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,4.191667,-57.615303,23.368481,79.766861,-0.740077,0.111192,-0.784802,0.000762,-0.050755,-0.056242,-0.037863,0.749115,0.042138,0.044624,0.027206,0.546969,0.008617,0.011618,0.010657,0.701415,-0.713224,0.033463,-0.762591,-0.761949,0.172461,-0.806007,-0.745261,0.127430,-0.785773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,4.200000,-57.612183,23.364252,79.758522,-0.740067,0.111197,-0.784802,0.000761,-0.050755,-0.056242,-0.037863,0.748524,0.042138,0.044624,0.027206,0.546814,0.008617,0.011618,0.010657,0.702750,-0.713219,0.033466,-0.762587,-0.761936,0.172466,-0.806011,-0.745245,0.127439,-0.785773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,4.208333,-57.642918,23.393063,79.800224,-0.740064,0.111197,-0.784800,0.000756,-0.050755,-0.056242,-0.037863,0.753387,0.042138,0.044624,0.027206,0.549446,0.008617,0.011618,0.010657,0.702158,-0.713190,0.033485,-0.762590,-0.761949,0.172455,-0.806000,-0.745247,0.127436,-0.785775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,4.216667,-57.665623,23.425161,79.820854,-0.740071,0.111198,-0.784801,0.000759,-0.050755,-0.056242,-0.037863,0.749635,0.042138,0.044624,0.027206,0.549298,0.008617,0.011618,0.010657,0.704102,-0.713218,0.033472,-0.762587,-0.761952,0.172457,-0.806005,-0.745240,0.127445,-0.785776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,4.225000,-57.629765,23.377539,79.780685,-0.740075,0.111194,-0.784798,0.000758,-0.050755,-0.056242,-0.037863,0.751808,0.042138,0.044624,0.027206,0.547732,0.008617,0.011618,0.010657,0.702281,-0.713210,0.033476,-0.762582,-0.761949,0.172457,-0.806001,-0.745261,0.127433,-0.785775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,4.233333,-57.650745,23.402010,79.801758,-0.740078,0.111193,-0.784796,0.000757,-0.050755,-0.056242,-0.037863,0.752589,0.042138,0.044624,0.027206,0.548291,0.008617,0.011618,0.010657,0.702421,-0.713213,0.033477,-0.762578,-0.761954,0.172454,-0.806001,-0.745261,0.127433,-0.785775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,4.241667,-57.617439,23.369354,79.763390,-0.740062,0.111200,-0.784798,0.000760,-0.050755,-0.056242,-0.037863,0.751199,0.042138,0.044624,0.027206,0.547812,0.008617,0.011618,0.010657,0.701081,-0.713209,0.033478,-0.762583,-0.761933,0.172465,-0.806007,-0.745244,0.127436,-0.785769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,4.250000,-57.536694,23.267971,79.675461,-0.740066,0.111189,-0.784803,0.000761,-0.050755,-0.056242,-0.037863,0.747339,0.042138,0.044624,0.027206,0.542305,0.008617,0.011618,0.010657,0.699770,-0.713210,0.033456,-0.762586,-0.761916,0.172471,-0.806011,-0.745272,0.127419,-0.785777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,4.258333,-57.693058,23.457579,79.853584,-0.740062,0.111198,-0.784806,0.000756,-0.050755,-0.056242,-0.037863,0.747339,0.042138,0.044624,0.027206,0.542305,0.008617,0.011618,0.010657,0.699770,-0.713209,0.033470,-0.762592,-0.761950,0.172452,-0.806007,-0.745223,0.127453,-0.785784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,4.266667,-57.623077,23.381403,79.774422,-0.740080,0.111191,-0.784800,0.000763,-0.050755,-0.056242,-0.037863,0.749120,0.042138,0.044624,0.027206,0.550674,0.008617,0.011618,0.010657,0.706337,-0.713233,0.033460,-0.762591,-0.761955,0.172457,-0.806008,-0.745249,0.127435,-0.785767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,4.275000,-57.610466,23.361223,79.760101,-0.740065,0.111199,-0.784802,0.000761,-0.050755,-0.056242,-0.037863,0.748934,0.042138,0.044624,0.027206,0.548037,0.008617,0.011618,0.010657,0.703056,-0.713211,0.033471,-0.762589,-0.761933,0.172469,-0.806007,-0.745253,0.127434,-0.785776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,4.283333,-57.695919,23.462084,79.847824,-0.740074,0.111196,-0.784798,0.000758,-0.050755,-0.056242,-0.037863,0.749406,0.042138,0.044624,0.027206,0.546222,0.008617,0.011618,0.010657,0.701089,-0.713234,0.033458,-0.762574,-0.761942,0.172463,-0.806005,-0.745242,0.127447,-0.785782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,4.291667,-57.643982,23.393021,79.800209,-0.740069,0.111197,-0.784796,0.000760,-0.050755,-0.056242,-0.037863,0.746937,0.042138,0.044624,0.027206,0.546958,0.008617,0.011618,0.010657,0.705294,-0.713197,0.033485,-0.762584,-0.761948,0.172464,-0.806000,-0.745260,0.127426,-0.785769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
